cluster,language,entry_id,llm_type,prompt_version,similarity_index,fuzzy_score,cosine_score,pattern_count,patterns,base_complexity,llm_complexity,base_depth,llm_depth
minimum_window_substring,python,minimum_window_substring_171,openAI,v2,80.85,84.27,78.05,1,python_enumerate,10.0,10.0,11.0,10.0
minimum_window_substring,python,minimum_window_substring_171,openAI,v3,82.63,82.69,82.58,1,python_enumerate,10.0,9.0,11.0,11.0
minimum_window_substring,python,minimum_window_substring_171,openAI,v4,80.85,84.27,78.05,1,python_enumerate,10.0,10.0,11.0,10.0
minimum_window_substring,python,minimum_window_substring_171,openAI,v1,80.88,84.33,78.05,1,python_enumerate,10.0,10.0,11.0,10.0
minimum_window_substring,python,minimum_window_substring_171,claude,v3,77.61,83.89,72.48,0,,10.0,10.0,11.0,10.0
minimum_window_substring,python,minimum_window_substring_171,claude,v2,82.93,86.09,80.34,0,,10.0,10.0,11.0,10.0
minimum_window_substring,python,minimum_window_substring_171,claude,v1,82.93,86.09,80.34,0,,10.0,10.0,11.0,10.0
minimum_window_substring,python,minimum_window_substring_171,claude,v4,78.74,86.55,72.35,0,,10.0,10.0,11.0,10.0
minimum_window_substring,python,minimum_window_substring_171,gemini,v4,49.48,69.2,33.34,0,,10.0,12.0,11.0,11.0
minimum_window_substring,python,minimum_window_substring_171,gemini,v1,49.49,69.23,33.34,0,,10.0,12.0,11.0,11.0
minimum_window_substring,python,minimum_window_substring_171,gemini,v2,49.48,69.2,33.34,0,,10.0,12.0,11.0,11.0
minimum_window_substring,python,minimum_window_substring_171,gemini,v3,54.27,67.56,43.4,0,,10.0,12.0,11.0,10.0
a0147insertionsortlist,python,a0147insertionsortlist_89,openAI,v3,47.36,41.61,52.07,0,,5.0,6.0,9.0,9.0
a0147insertionsortlist,python,a0147insertionsortlist_89,openAI,v2,43.36,42.46,44.11,0,,5.0,7.0,9.0,9.0
a0147insertionsortlist,python,a0147insertionsortlist_89,openAI,v1,44.43,43.91,44.86,0,,5.0,6.0,9.0,10.0
a0147insertionsortlist,python,a0147insertionsortlist_89,openAI,v4,43.36,42.46,44.11,0,,5.0,7.0,9.0,9.0
a0147insertionsortlist,python,a0147insertionsortlist_89,claude,v2,86.09,88.4,84.19,0,,5.0,6.0,9.0,10.0
a0147insertionsortlist,python,a0147insertionsortlist_89,claude,v3,81.37,88.02,75.93,0,,5.0,6.0,9.0,10.0
a0147insertionsortlist,python,a0147insertionsortlist_89,claude,v4,81.62,88.58,75.93,0,,5.0,6.0,9.0,10.0
a0147insertionsortlist,python,a0147insertionsortlist_89,claude,v1,86.09,88.4,84.19,0,,5.0,6.0,9.0,10.0
a0147insertionsortlist,python,a0147insertionsortlist_89,gemini,v3,75.49,88.08,65.18,0,,5.0,7.0,9.0,11.0
a0147insertionsortlist,python,a0147insertionsortlist_89,gemini,v2,75.37,88.25,64.83,0,,5.0,6.0,9.0,10.0
a0147insertionsortlist,python,a0147insertionsortlist_89,gemini,v1,76.31,88.3,66.49,0,,5.0,6.0,9.0,10.0
a0147insertionsortlist,python,a0147insertionsortlist_89,gemini,v4,75.37,88.25,64.83,0,,5.0,6.0,9.0,10.0
a0210coursescheduleii,python,a0210coursescheduleii_106,openAI,v2,31.95,33.42,30.76,1,python_list_comprehension,10.0,6.0,12.0,10.0
a0210coursescheduleii,python,a0210coursescheduleii_106,openAI,v3,31.95,33.42,30.76,1,python_list_comprehension,10.0,6.0,12.0,10.0
a0210coursescheduleii,python,a0210coursescheduleii_106,openAI,v4,31.95,33.42,30.76,1,python_list_comprehension,10.0,6.0,12.0,10.0
a0210coursescheduleii,python,a0210coursescheduleii_106,openAI,v1,31.98,33.48,30.76,1,python_list_comprehension,10.0,6.0,12.0,10.0
a0210coursescheduleii,python,a0210coursescheduleii_106,claude,v2,83.82,85.79,82.22,0,,10.0,6.0,12.0,10.0
a0210coursescheduleii,python,a0210coursescheduleii_106,claude,v3,83.59,85.26,82.22,0,,10.0,6.0,12.0,10.0
a0210coursescheduleii,python,a0210coursescheduleii_106,claude,v4,83.63,85.35,82.22,0,,10.0,6.0,12.0,10.0
a0210coursescheduleii,python,a0210coursescheduleii_106,claude,v1,81.68,83.12,80.49,1,generic_memoization,10.0,6.0,12.0,10.0
a0210coursescheduleii,python,a0210coursescheduleii_106,gemini,v2,84.04,86.44,82.07,1,python_list_comprehension,10.0,6.0,12.0,10.0
a0210coursescheduleii,python,a0210coursescheduleii_106,gemini,v3,83.39,85.52,81.64,1,python_list_comprehension,10.0,6.0,12.0,10.0
a0210coursescheduleii,python,a0210coursescheduleii_106,gemini,v4,83.39,85.52,81.64,1,python_list_comprehension,10.0,6.0,12.0,10.0
a0210coursescheduleii,python,a0210coursescheduleii_106,gemini,v1,83.39,85.52,81.64,1,python_list_comprehension,10.0,6.0,12.0,10.0
state_of_tic_tac_toe,go,go_state_of_tic_tac_toe_Exercism (go_rootulp),openAI,v1,83.47,73.2,91.87,1,go_make,3.0,2.0,4.0,4.0
state_of_tic_tac_toe,go,go_state_of_tic_tac_toe_Exercism (go_rootulp),openAI,v4,76.18,66.27,84.28,0,,3.0,3.0,4.0,4.0
state_of_tic_tac_toe,go,go_state_of_tic_tac_toe_Exercism (go_rootulp),openAI,v3,76.65,67.65,84.02,0,,3.0,2.0,4.0,4.0
state_of_tic_tac_toe,go,go_state_of_tic_tac_toe_Exercism (go_rootulp),openAI,v2,76.18,67.13,83.58,0,,3.0,3.0,4.0,4.0
state_of_tic_tac_toe,go,go_state_of_tic_tac_toe_Exercism (go_rootulp),claude,v4,71.63,67.18,75.27,0,,3.0,2.0,4.0,4.0
state_of_tic_tac_toe,go,go_state_of_tic_tac_toe_Exercism (go_rootulp),claude,v1,79.29,74.28,83.39,0,,3.0,3.0,4.0,4.0
state_of_tic_tac_toe,go,go_state_of_tic_tac_toe_Exercism (go_rootulp),claude,v2,46.75,44.35,48.72,0,,3.0,2.0,4.0,3.0
state_of_tic_tac_toe,go,go_state_of_tic_tac_toe_Exercism (go_rootulp),claude,v3,79.83,73.42,85.07,0,,3.0,3.0,4.0,4.0
state_of_tic_tac_toe,go,go_state_of_tic_tac_toe_Exercism (go_rootulp),gemini,v2,70.96,63.39,77.15,0,,3.0,2.0,4.0,4.0
state_of_tic_tac_toe,go,go_state_of_tic_tac_toe_Exercism (go_rootulp),gemini,v3,81.12,73.99,86.95,0,,3.0,2.0,4.0,4.0
state_of_tic_tac_toe,go,go_state_of_tic_tac_toe_Exercism (go_rootulp),gemini,v4,75.99,65.11,84.9,0,,3.0,2.0,4.0,4.0
state_of_tic_tac_toe,go,go_state_of_tic_tac_toe_Exercism (go_rootulp),gemini,v1,60.17,72.16,50.36,0,,3.0,10.0,4.0,4.0
power_set,python,power_set_258,openAI,v4,20.06,16.63,22.87,0,,4.0,2.0,7.0,8.0
power_set,python,power_set_258,openAI,v1,20.06,16.63,22.87,0,,4.0,2.0,7.0,8.0
power_set,python,power_set_258,openAI,v2,20.06,16.63,22.87,0,,4.0,2.0,7.0,8.0
power_set,python,power_set_258,openAI,v3,20.06,16.63,22.87,0,,4.0,2.0,7.0,8.0
power_set,python,power_set_258,claude,v2,66.14,65.16,66.94,0,,4.0,4.0,7.0,9.0
power_set,python,power_set_258,claude,v3,88.6,83.41,92.85,1,python_lambda,4.0,7.0,7.0,9.0
power_set,python,power_set_258,claude,v4,32.96,26.7,38.08,0,,4.0,4.0,7.0,9.0
power_set,python,power_set_258,claude,v1,83.15,76.91,88.26,0,,4.0,7.0,7.0,9.0
power_set,python,power_set_258,gemini,v2,83.93,80.71,86.57,0,,4.0,4.0,7.0,9.0
power_set,python,power_set_258,gemini,v3,83.93,80.71,86.57,0,,4.0,4.0,7.0,9.0
power_set,python,power_set_258,gemini,v4,83.93,80.71,86.57,0,,4.0,4.0,7.0,9.0
power_set,python,power_set_258,gemini,v1,83.93,80.71,86.57,0,,4.0,4.0,7.0,9.0
grep,go,go_grep_Exercism (go_rootulp),openAI,v1,81.17,71.33,89.21,2,go_defer;go_make,10.0,7.0,3.0,5.0
grep,go,go_grep_Exercism (go_rootulp),openAI,v4,78.37,68.84,86.17,2,go_defer;go_make,10.0,8.0,3.0,4.0
grep,go,go_grep_Exercism (go_rootulp),openAI,v3,81.59,74.4,87.47,2,go_defer;go_make,10.0,8.0,3.0,4.0
grep,go,go_grep_Exercism (go_rootulp),openAI,v2,81.65,71.95,89.6,2,go_defer;go_make,10.0,8.0,3.0,4.0
grep,go,go_grep_Exercism (go_rootulp),claude,v2,71.38,67.77,74.33,1,go_make,10.0,2.0,3.0,6.0
grep,go,go_grep_Exercism (go_rootulp),claude,v3,80.63,71.74,87.9,2,go_defer;go_make,10.0,10.0,3.0,4.0
grep,go,go_grep_Exercism (go_rootulp),claude,v4,81.28,72.55,88.42,2,go_defer;go_make,10.0,10.0,3.0,4.0
grep,go,go_grep_Exercism (go_rootulp),claude,v1,91.01,86.12,95.01,2,go_defer;go_make,10.0,10.0,3.0,4.0
grep,go,go_grep_Exercism (go_rootulp),gemini,v3,65.88,56.56,73.51,4,go_goroutine;go_channel;go_defer;go_make,10.0,5.0,3.0,4.0
grep,go,go_grep_Exercism (go_rootulp),gemini,v2,75.47,62.56,86.02,2,go_defer;go_make,10.0,7.0,3.0,4.0
grep,go,go_grep_Exercism (go_rootulp),gemini,v1,75.84,63.58,85.88,2,go_defer;go_make,10.0,7.0,3.0,4.0
grep,go,go_grep_Exercism (go_rootulp),gemini,v4,82.96,72.29,91.69,2,go_defer;go_make,10.0,11.0,3.0,6.0
grep,go,go_grep_Exercism (go_ThomasZumsteg),openAI,v1,60.82,69.37,53.83,1,go_make,1.0,1.0,5.0,5.0
grep,go,go_grep_Exercism (go_ThomasZumsteg),openAI,v4,60.87,67.67,55.3,1,go_make,1.0,1.0,5.0,5.0
grep,go,go_grep_Exercism (go_ThomasZumsteg),openAI,v3,59.57,67.8,52.84,1,go_make,1.0,1.0,5.0,5.0
grep,go,go_grep_Exercism (go_ThomasZumsteg),openAI,v2,62.79,75.75,52.19,1,go_make,1.0,2.0,5.0,5.0
grep,go,go_grep_Exercism (go_ThomasZumsteg),claude,v2,54.08,62.06,47.56,1,go_make,1.0,2.0,5.0,5.0
grep,go,go_grep_Exercism (go_ThomasZumsteg),claude,v3,51.72,59.97,44.97,1,go_make,1.0,1.0,5.0,6.0
grep,go,go_grep_Exercism (go_ThomasZumsteg),claude,v4,56.25,64.05,49.86,1,go_make,1.0,2.0,5.0,5.0
grep,go,go_grep_Exercism (go_ThomasZumsteg),claude,v1,55.06,62.98,48.58,1,go_make,1.0,2.0,5.0,5.0
grep,go,go_grep_Exercism (go_ThomasZumsteg),gemini,v3,59.44,73.69,47.79,1,go_make,1.0,2.0,5.0,5.0
grep,go,go_grep_Exercism (go_ThomasZumsteg),gemini,v2,53.21,64.4,44.05,0,,1.0,2.0,5.0,5.0
grep,go,go_grep_Exercism (go_ThomasZumsteg),gemini,v1,52.48,63.83,43.19,0,,1.0,2.0,5.0,5.0
grep,go,go_grep_Exercism (go_ThomasZumsteg),gemini,v4,57.34,72.73,44.75,1,go_make,1.0,2.0,5.0,5.0
grep,go,go_grep_Exercism (go_drapala),openAI,v1,76.09,65.67,84.62,0,,4.0,3.0,5.0,5.0
grep,go,go_grep_Exercism (go_drapala),openAI,v4,70.64,60.53,78.91,0,,4.0,3.0,5.0,5.0
grep,go,go_grep_Exercism (go_drapala),openAI,v3,68.54,58.93,76.41,0,,4.0,3.0,5.0,4.0
grep,go,go_grep_Exercism (go_drapala),openAI,v2,75.92,65.0,84.85,0,,4.0,3.0,5.0,5.0
grep,go,go_grep_Exercism (go_drapala),claude,v2,76.59,68.28,83.38,0,,4.0,4.0,5.0,5.0
grep,go,go_grep_Exercism (go_drapala),claude,v3,67.57,58.83,74.72,0,,4.0,5.0,5.0,5.0
grep,go,go_grep_Exercism (go_drapala),claude,v4,69.28,60.2,76.71,0,,4.0,4.0,5.0,5.0
grep,go,go_grep_Exercism (go_drapala),claude,v1,81.69,72.23,89.43,0,,4.0,4.0,5.0,5.0
grep,go,go_grep_Exercism (go_drapala),gemini,v3,72.28,63.56,79.42,3,go_goroutine;go_channel;go_defer,4.0,5.0,5.0,5.0
grep,go,go_grep_Exercism (go_drapala),gemini,v2,83.77,74.66,91.23,0,,4.0,4.0,5.0,5.0
grep,go,go_grep_Exercism (go_drapala),gemini,v1,77.8,67.68,86.08,0,,4.0,5.0,5.0,5.0
grep,go,go_grep_Exercism (go_drapala),gemini,v4,78.19,68.11,86.45,0,,4.0,4.0,5.0,4.0
minimum_absolute_difference_in_bst,python,minimum_absolute_difference_in_bst_170,openAI,v4,75.63,66.72,82.92,0,,6.0,5.0,9.0,10.0
minimum_absolute_difference_in_bst,python,minimum_absolute_difference_in_bst_170,openAI,v1,77.17,69.98,83.05,0,,6.0,5.0,9.0,10.0
minimum_absolute_difference_in_bst,python,minimum_absolute_difference_in_bst_170,openAI,v2,77.17,69.98,83.05,0,,6.0,5.0,9.0,10.0
minimum_absolute_difference_in_bst,python,minimum_absolute_difference_in_bst_170,openAI,v3,51.26,61.21,43.13,0,,6.0,5.0,9.0,9.0
minimum_absolute_difference_in_bst,python,minimum_absolute_difference_in_bst_170,claude,v4,52.63,63.73,43.55,0,,6.0,5.0,9.0,10.0
minimum_absolute_difference_in_bst,python,minimum_absolute_difference_in_bst_170,claude,v1,49.85,61.42,40.38,0,,6.0,6.0,9.0,10.0
minimum_absolute_difference_in_bst,python,minimum_absolute_difference_in_bst_170,claude,v2,60.41,65.51,56.23,0,,6.0,5.0,9.0,10.0
minimum_absolute_difference_in_bst,python,minimum_absolute_difference_in_bst_170,claude,v3,49.69,61.07,40.38,0,,6.0,6.0,9.0,10.0
minimum_absolute_difference_in_bst,python,minimum_absolute_difference_in_bst_170,gemini,v2,83.71,74.57,91.18,0,,6.0,4.0,9.0,9.0
minimum_absolute_difference_in_bst,python,minimum_absolute_difference_in_bst_170,gemini,v3,86.5,73.29,97.31,0,,6.0,6.0,9.0,11.0
minimum_absolute_difference_in_bst,python,minimum_absolute_difference_in_bst_170,gemini,v4,86.73,74.28,96.91,0,,6.0,5.0,9.0,11.0
minimum_absolute_difference_in_bst,python,minimum_absolute_difference_in_bst_170,gemini,v1,82.54,72.64,90.64,0,,6.0,5.0,9.0,9.0
markdown,python,markdown_24,openAI,v1,33.04,49.6,19.49,1,python_f_string,18.0,9.0,14.0,12.0
markdown,python,markdown_24,openAI,v4,31.64,48.06,18.2,1,python_f_string,18.0,10.0,14.0,12.0
markdown,python,markdown_24,openAI,v3,32.8,49.07,19.49,1,python_f_string,18.0,9.0,14.0,12.0
markdown,python,markdown_24,openAI,v2,38.89,48.52,31.02,1,python_f_string,18.0,10.0,14.0,12.0
markdown,python,markdown_24,claude,v1,62.09,62.69,61.61,0,,18.0,15.0,14.0,14.0
markdown,python,markdown_24,claude,v4,42.62,53.18,33.98,1,python_f_string,18.0,14.0,14.0,11.0
markdown,python,markdown_24,claude,v3,42.81,54.77,33.03,1,python_f_string,18.0,14.0,14.0,12.0
markdown,python,markdown_24,claude,v2,45.02,55.92,36.1,1,python_f_string,18.0,14.0,14.0,12.0
markdown,python,markdown_24,gemini,v1,59.12,63.73,55.35,0,,18.0,16.0,14.0,12.0
markdown,python,markdown_24,gemini,v4,66.99,70.57,64.07,0,,18.0,15.0,14.0,16.0
markdown,python,markdown_24,gemini,v3,57.7,62.06,54.14,0,,18.0,12.0,14.0,12.0
markdown,python,markdown_24,gemini,v2,60.0,59.98,60.02,1,python_f_string,18.0,9.0,14.0,11.0
markdown,java,Java_markdown_exercism-java-shyvum_shyvum,openAI,v1,84.43,81.22,87.05,1,java_stringbuilder,9.0,9.0,4.0,4.0
markdown,java,Java_markdown_exercism-java-shyvum_shyvum,openAI,v4,84.39,81.14,87.05,1,java_stringbuilder,9.0,9.0,4.0,4.0
markdown,java,Java_markdown_exercism-java-shyvum_shyvum,openAI,v3,84.39,81.14,87.05,1,java_stringbuilder,9.0,9.0,4.0,4.0
markdown,java,Java_markdown_exercism-java-shyvum_shyvum,openAI,v2,84.4,81.17,87.05,1,java_stringbuilder,9.0,9.0,4.0,4.0
markdown,java,Java_markdown_exercism-java-shyvum_shyvum,claude,v1,86.76,85.67,87.65,1,java_stringbuilder,9.0,9.0,4.0,4.0
markdown,java,Java_markdown_exercism-java-shyvum_shyvum,claude,v2,85.63,84.26,86.75,1,java_stringbuilder,9.0,9.0,4.0,4.0
markdown,java,Java_markdown_exercism-java-shyvum_shyvum,claude,v3,85.63,84.26,86.75,1,java_stringbuilder,9.0,9.0,4.0,4.0
markdown,java,Java_markdown_exercism-java-shyvum_shyvum,claude,v4,85.63,84.26,86.75,1,java_stringbuilder,9.0,9.0,4.0,4.0
markdown,java,Java_markdown_exercism-java-shyvum_shyvum,gemini,v2,85.27,82.77,87.32,2,java_stringbuilder;generic_null_check,9.0,10.0,4.0,5.0
markdown,java,Java_markdown_exercism-java-shyvum_shyvum,gemini,v3,74.7,67.44,80.64,2,java_stringbuilder;generic_null_check,9.0,13.0,4.0,4.0
markdown,java,Java_markdown_exercism-java-shyvum_shyvum,gemini,v4,74.18,74.11,74.25,2,java_stringbuilder;generic_null_check,9.0,13.0,4.0,4.0
markdown,java,Java_markdown_exercism-java-shyvum_shyvum,gemini,v1,72.05,69.14,74.42,2,java_stringbuilder;generic_null_check,9.0,13.0,4.0,4.0
markdown,go,go_markdown_Exercism (go_rootulp),openAI,v4,73.03,59.85,83.82,0,,12.0,10.0,2.0,4.0
markdown,go,go_markdown_Exercism (go_rootulp),openAI,v1,86.0,75.86,94.31,0,,12.0,12.0,2.0,2.0
markdown,go,go_markdown_Exercism (go_rootulp),openAI,v2,85.92,75.66,94.3,0,,12.0,12.0,2.0,2.0
markdown,go,go_markdown_Exercism (go_rootulp),openAI,v3,86.07,75.34,94.85,0,,12.0,12.0,2.0,2.0
markdown,go,go_markdown_Exercism (go_rootulp),claude,v4,76.82,67.9,84.12,0,,12.0,12.0,2.0,2.0
markdown,go,go_markdown_Exercism (go_rootulp),claude,v1,74.31,64.81,82.08,0,,12.0,12.0,2.0,2.0
markdown,go,go_markdown_Exercism (go_rootulp),claude,v2,74.55,65.62,81.85,0,,12.0,12.0,2.0,2.0
markdown,go,go_markdown_Exercism (go_rootulp),claude,v3,75.63,66.68,82.95,0,,12.0,12.0,2.0,2.0
markdown,go,go_markdown_Exercism (go_rootulp),gemini,v4,79.14,76.08,81.64,0,,12.0,11.0,2.0,2.0
markdown,go,go_markdown_Exercism (go_rootulp),gemini,v1,75.13,75.56,74.79,0,,12.0,11.0,2.0,2.0
markdown,go,go_markdown_Exercism (go_rootulp),gemini,v2,80.99,72.9,87.61,0,,12.0,11.0,2.0,3.0
markdown,go,go_markdown_Exercism (go_rootulp),gemini,v3,73.16,67.29,77.97,0,,12.0,11.0,2.0,4.0
markdown,go,go_markdown_Exercism (go_ThomasZumsteg),openAI,v4,73.36,69.58,76.46,0,,1.0,1.0,5.0,5.0
markdown,go,go_markdown_Exercism (go_ThomasZumsteg),openAI,v1,82.83,77.76,86.97,0,,1.0,1.0,5.0,5.0
markdown,go,go_markdown_Exercism (go_ThomasZumsteg),openAI,v2,70.12,67.16,72.54,0,,1.0,1.0,5.0,5.0
markdown,go,go_markdown_Exercism (go_ThomasZumsteg),openAI,v3,71.69,67.29,75.3,0,,1.0,1.0,5.0,5.0
markdown,go,go_markdown_Exercism (go_ThomasZumsteg),claude,v4,73.75,68.58,77.97,0,,1.0,1.0,5.0,5.0
markdown,go,go_markdown_Exercism (go_ThomasZumsteg),claude,v1,80.15,74.75,84.57,0,,1.0,1.0,5.0,5.0
markdown,go,go_markdown_Exercism (go_ThomasZumsteg),claude,v2,74.69,71.84,77.02,0,,1.0,1.0,5.0,5.0
markdown,go,go_markdown_Exercism (go_ThomasZumsteg),claude,v3,72.02,65.74,77.15,0,,1.0,1.0,5.0,5.0
markdown,go,go_markdown_Exercism (go_ThomasZumsteg),gemini,v4,59.24,71.1,49.53,0,,1.0,1.0,5.0,5.0
markdown,go,go_markdown_Exercism (go_ThomasZumsteg),gemini,v1,58.9,68.44,51.1,0,,1.0,1.0,5.0,5.0
markdown,go,go_markdown_Exercism (go_ThomasZumsteg),gemini,v2,51.44,64.41,40.83,0,,1.0,1.0,5.0,5.0
markdown,go,go_markdown_Exercism (go_ThomasZumsteg),gemini,v3,58.74,71.18,48.57,0,,1.0,1.0,5.0,5.0
markdown,go,go_markdown_Exercism (go_drapala),openAI,v4,57.14,56.6,57.58,0,,1.0,1.0,4.0,5.0
markdown,go,go_markdown_Exercism (go_drapala),openAI,v1,71.66,66.88,75.57,0,,1.0,1.0,4.0,4.0
markdown,go,go_markdown_Exercism (go_drapala),openAI,v2,59.08,59.52,58.72,0,,1.0,1.0,4.0,4.0
markdown,go,go_markdown_Exercism (go_drapala),openAI,v3,67.35,61.06,72.5,0,,1.0,1.0,4.0,4.0
markdown,go,go_markdown_Exercism (go_drapala),claude,v4,65.76,54.67,74.84,0,,1.0,1.0,4.0,5.0
markdown,go,go_markdown_Exercism (go_drapala),claude,v1,64.88,54.05,73.74,0,,1.0,1.0,4.0,5.0
markdown,go,go_markdown_Exercism (go_drapala),claude,v2,67.9,60.18,74.21,0,,1.0,1.0,4.0,4.0
markdown,go,go_markdown_Exercism (go_drapala),claude,v3,71.05,62.15,78.33,0,,1.0,1.0,4.0,4.0
markdown,go,go_markdown_Exercism (go_drapala),gemini,v4,56.13,62.55,50.87,0,,1.0,1.0,4.0,4.0
markdown,go,go_markdown_Exercism (go_drapala),gemini,v1,64.42,61.34,66.94,0,,1.0,1.0,4.0,4.0
markdown,go,go_markdown_Exercism (go_drapala),gemini,v2,47.99,56.18,41.29,0,,1.0,1.0,4.0,4.0
markdown,go,go_markdown_Exercism (go_drapala),gemini,v3,54.01,53.39,54.52,0,,1.0,1.0,4.0,5.0
a0077combinations,python,a0077combinations_55,openAI,v3,45.59,33.72,55.3,0,,4.0,1.0,10.0,10.0
a0077combinations,python,a0077combinations_55,openAI,v2,42.52,38.64,45.69,0,,4.0,4.0,10.0,9.0
a0077combinations,python,a0077combinations_55,openAI,v1,44.39,41.92,46.41,0,,4.0,4.0,10.0,9.0
a0077combinations,python,a0077combinations_55,openAI,v4,45.47,36.23,53.02,1,python_map_filter,4.0,1.0,10.0,10.0
a0077combinations,python,a0077combinations_55,claude,v4,79.3,72.21,85.11,0,,4.0,8.0,10.0,10.0
a0077combinations,python,a0077combinations_55,claude,v1,71.89,67.76,75.26,0,,4.0,7.0,10.0,9.0
a0077combinations,python,a0077combinations_55,claude,v2,71.89,67.76,75.26,0,,4.0,7.0,10.0,9.0
a0077combinations,python,a0077combinations_55,claude,v3,79.3,72.21,85.11,0,,4.0,8.0,10.0,10.0
a0077combinations,python,a0077combinations_55,gemini,v2,77.87,78.24,77.56,0,,4.0,6.0,10.0,10.0
a0077combinations,python,a0077combinations_55,gemini,v3,81.4,81.65,81.2,0,,4.0,6.0,10.0,10.0
a0077combinations,python,a0077combinations_55,gemini,v4,82.54,79.1,85.36,0,,4.0,8.0,10.0,10.0
a0077combinations,python,a0077combinations_55,gemini,v1,44.28,39.27,48.38,0,,4.0,6.0,10.0,10.0
football_match_reports,java,Java_football_match_reports_Exercism (java_ValMati),openAI,v4,47.95,59.66,38.37,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_ValMati),openAI,v3,47.95,59.66,38.37,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_ValMati),openAI,v2,47.95,59.66,38.37,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_ValMati),openAI,v1,47.81,59.34,38.37,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_ValMati),claude,v2,40.95,60.41,25.03,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_ValMati),claude,v3,40.95,60.41,25.03,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_ValMati),claude,v4,40.95,60.41,25.03,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_ValMati),claude,v1,40.95,60.41,25.03,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_ValMati),gemini,v4,36.57,54.02,22.29,3,generic_early_return;generic_guard_clause;generic_null_check,0.0,2.0,3.0,4.0
football_match_reports,java,Java_football_match_reports_Exercism (java_ValMati),gemini,v3,36.03,52.81,22.29,3,generic_early_return;generic_guard_clause;generic_null_check,0.0,2.0,3.0,4.0
football_match_reports,java,Java_football_match_reports_Exercism (java_ValMati),gemini,v2,38.76,58.47,22.64,2,generic_early_return;generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_ValMati),gemini,v1,36.59,54.06,22.29,3,generic_early_return;generic_guard_clause;generic_null_check,0.0,2.0,3.0,4.0
football_match_reports,java,Java_football_match_reports_Exercism (java_tusktenon),openAI,v4,53.54,64.66,44.43,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_tusktenon),openAI,v3,53.69,65.0,44.43,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_tusktenon),openAI,v2,55.65,63.47,49.26,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_tusktenon),openAI,v1,53.69,65.0,44.43,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_tusktenon),claude,v2,45.11,62.8,30.65,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_tusktenon),claude,v3,57.11,67.5,48.62,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_tusktenon),claude,v4,57.11,67.5,48.62,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_tusktenon),claude,v1,45.11,62.8,30.65,1,generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_tusktenon),gemini,v4,44.48,63.81,28.66,2,generic_early_return;generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_tusktenon),gemini,v3,41.77,58.49,28.09,3,generic_early_return;generic_guard_clause;generic_null_check,0.0,2.0,3.0,4.0
football_match_reports,java,Java_football_match_reports_Exercism (java_tusktenon),gemini,v2,44.82,63.76,29.33,2,generic_early_return;generic_guard_clause,0.0,1.0,3.0,3.0
football_match_reports,java,Java_football_match_reports_Exercism (java_tusktenon),gemini,v1,44.48,63.81,28.66,2,generic_early_return;generic_guard_clause,0.0,1.0,3.0,3.0
parallel_letter_frequency,go,go_parallel_letter_frequency_Exercism (go_rootulp),openAI,v2,80.62,81.03,80.28,1,go_defer,2.0,2.0,3.0,4.0
parallel_letter_frequency,go,go_parallel_letter_frequency_Exercism (go_rootulp),openAI,v3,80.91,80.47,81.26,1,go_defer,2.0,2.0,3.0,4.0
parallel_letter_frequency,go,go_parallel_letter_frequency_Exercism (go_rootulp),openAI,v4,81.72,81.67,81.77,1,go_defer,2.0,2.0,3.0,4.0
parallel_letter_frequency,go,go_parallel_letter_frequency_Exercism (go_rootulp),openAI,v1,79.49,78.55,80.26,1,go_defer,2.0,2.0,3.0,4.0
